review_id,booking_id,customer_id,flight_id,review_date,rating,review_text,sentiment_score,sentiment_label,cabin
REV000384,BKG000155,CUST0202,FLT00007,2024-11-27,3,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000385,BKG010730,CUST0249,FLT00448,2024-12-03,3,Great value for money on this West African route.,0.4,positive,Economy
REV000386,BKG001410,CUST0210,FLT00059,2024-12-09,3,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000387,BKG000785,CUST0211,FLT00033,2024-12-08,3,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000388,BKG011368,CUST0145,FLT00476,2025-01-27,3,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000389,BKG008097,CUST0046,FLT00339,2024-12-31,5,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000390,BKG007561,CUST0218,FLT00318,2025-01-13,4,"Broken seat, faulty tray table, indifferent cabin crew.",-0.4,negative,Economy
REV000391,BKG007344,CUST0127,FLT00308,2024-12-12,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000392,BKG007207,CUST0182,FLT00303,2024-12-06,4,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000393,BKG005597,CUST0283,FLT00235,2025-01-08,3,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000394,BKG005802,CUST0024,FLT00244,2024-12-20,4,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000395,BKG002807,CUST0288,FLT00119,2024-12-10,5,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000396,BKG000538,CUST0038,FLT00023,2024-12-03,2,Average food for an international flight. Needs improvement.,-0.075,neutral,Premium Economy
REV000397,BKG005987,CUST0254,FLT00252,2025-01-14,5,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Economy
REV000398,BKG001842,CUST0204,FLT00077,2024-12-30,5,"Excellent flight, very professional and attentive crew.",0.51,positive,Business
REV000399,BKG010648,CUST0274,FLT00444,2024-12-10,5,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000400,BKG008717,CUST0070,FLT00364,2024-12-14,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Premium Economy
REV000401,BKG006972,CUST0294,FLT00292,2025-01-10,2,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Business
REV000402,BKG005626,CUST0029,FLT00237,2024-12-10,2,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Economy
REV000403,BKG002951,CUST0049,FLT00125,2024-11-30,5,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Economy
REV000404,BKG007993,CUST0166,FLT00335,2025-01-04,1,Great value for money on this West African route.,0.4,positive,Economy
REV000405,BKG004781,CUST0273,FLT00203,2025-01-02,1,Very disappointed with the service on this strategic route.,-0.975,negative,Economy
REV000406,BKG002369,CUST0073,FLT00099,2024-11-17,1,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Business
REV000407,BKG006656,CUST0172,FLT00280,2024-12-23,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Business
REV000408,BKG008174,CUST0153,FLT00342,2025-01-02,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000409,BKG004496,CUST0148,FLT00190,2024-11-21,5,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000410,BKG010894,CUST0145,FLT00455,2025-01-14,3,Very disappointed with the service on this strategic route.,-0.975,negative,Economy
REV000411,BKG009164,CUST0167,FLT00384,2024-12-30,3,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000412,BKG006003,CUST0076,FLT00253,2024-12-03,2,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Business
REV000413,BKG006615,CUST0210,FLT00278,2024-12-13,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000414,BKG009359,CUST0247,FLT00392,2025-01-09,3,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Economy
REV000415,BKG005920,CUST0257,FLT00249,2024-11-29,4,Great value for money on this West African route.,0.4,positive,Business
REV000416,BKG010967,CUST0134,FLT00460,2024-12-06,5,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000417,BKG010175,CUST0286,FLT00424,2024-12-24,4,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Economy
REV000418,BKG000854,CUST0211,FLT00036,2024-11-04,4,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000419,BKG004147,CUST0077,FLT00174,2024-11-19,4,Great value for money on this West African route.,0.4,positive,Economy
REV000420,BKG003770,CUST0261,FLT00159,2024-12-21,1,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Business
REV000421,BKG000575,CUST0008,FLT00024,2024-11-27,5,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000422,BKG011454,CUST0046,FLT00480,2025-01-18,4,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000423,BKG001149,CUST0179,FLT00048,2024-11-22,4,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000424,BKG006294,CUST0284,FLT00265,2025-01-06,1,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Premium Economy
REV000425,BKG006458,CUST0050,FLT00272,2025-01-16,3,Narrow seat in economy on the long haul flight.,-0.125,neutral,Premium Economy
REV000426,BKG007510,CUST0240,FLT00316,2024-12-06,4,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000427,BKG009908,CUST0281,FLT00414,2025-01-07,3,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000428,BKG004778,CUST0222,FLT00203,2024-11-23,1,Very disappointed with the service on this strategic route.,-0.975,negative,Economy
REV000429,BKG003855,CUST0266,FLT00163,2024-12-26,2,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000430,BKG002492,CUST0205,FLT00105,2024-11-15,1,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000431,BKG010853,CUST0294,FLT00454,2025-01-01,2,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000432,BKG003125,CUST0289,FLT00131,2024-11-13,2,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000433,BKG005692,CUST0217,FLT00239,2024-12-08,4,45 minute delay at departure but courteous staff.,0.6,positive,Premium Economy
REV000434,BKG003052,CUST0095,FLT00129,2024-12-25,1,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000435,BKG000005,CUST0115,FLT00001,2024-12-21,3,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Economy
REV000436,BKG005223,CUST0123,FLT00220,2025-01-12,3,Great value for money on this West African route.,0.4,positive,Economy
REV000437,BKG005316,CUST0070,FLT00224,2024-11-22,2,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000438,BKG004870,CUST0158,FLT00206,2024-12-16,2,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000439,BKG000877,CUST0269,FLT00037,2024-11-30,4,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Economy
REV000440,BKG009184,CUST0274,FLT00385,2024-12-30,2,Average food for an international flight. Needs improvement.,-0.075,neutral,Premium Economy
REV000441,BKG007028,CUST0060,FLT00295,2024-12-07,4,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000442,BKG004143,CUST0146,FLT00174,2024-11-22,5,Great value for money on this West African route.,0.4,positive,Economy
REV000443,BKG006967,CUST0053,FLT00292,2024-12-04,1,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000444,BKG007080,CUST0203,FLT00297,2025-01-11,4,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000445,BKG007988,CUST0105,FLT00335,2024-11-24,2,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000446,BKG006800,CUST0219,FLT00285,2025-01-12,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Business
REV000447,BKG004466,CUST0197,FLT00188,2024-12-23,2,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000448,BKG000636,CUST0298,FLT00027,2024-11-20,3,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000449,BKG001694,CUST0016,FLT00070,2024-12-29,3,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000450,BKG009875,CUST0167,FLT00412,2024-12-13,4,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000451,BKG004753,CUST0048,FLT00202,2024-12-09,3,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000452,BKG008312,CUST0252,FLT00348,2024-12-15,2,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Economy
REV000453,BKG000831,CUST0113,FLT00035,2024-12-02,1,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Economy
REV000454,BKG005178,CUST0172,FLT00219,2024-11-22,5,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000455,BKG009562,CUST0018,FLT00400,2024-12-12,4,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000456,BKG008933,CUST0150,FLT00373,2024-12-24,4,Great value for money on this West African route.,0.4,positive,Economy
REV000457,BKG008309,CUST0112,FLT00348,2024-12-17,1,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000458,BKG005950,CUST0185,FLT00250,2025-01-10,3,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000459,BKG002839,CUST0025,FLT00120,2024-12-20,3,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Economy
REV000460,BKG001151,CUST0115,FLT00049,2025-01-02,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000461,BKG007561,CUST0218,FLT00318,2025-01-13,3,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000462,BKG001932,CUST0195,FLT00081,2024-12-02,2,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000463,BKG009205,CUST0170,FLT00386,2025-01-20,3,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000464,BKG001665,CUST0145,FLT00069,2024-12-14,4,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000465,BKG001082,CUST0265,FLT00046,2024-11-19,1,45 minute delay at departure but courteous staff.,0.6,positive,Premium Economy
REV000466,BKG000513,CUST0185,FLT00021,2024-11-20,1,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000467,BKG011042,CUST0246,FLT00463,2024-12-03,4,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000468,BKG007806,CUST0162,FLT00328,2025-01-16,1,"Broken seat, faulty tray table, indifferent cabin crew.",-0.4,negative,Economy
REV000469,BKG005238,CUST0060,FLT00221,2024-11-17,4,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Premium Economy
REV000470,BKG000560,CUST0043,FLT00024,2024-12-06,2,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Premium Economy
REV000471,BKG003673,CUST0118,FLT00154,2024-12-12,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Business
REV000472,BKG007405,CUST0114,FLT00312,2024-12-21,3,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000473,BKG003344,CUST0229,FLT00140,2024-12-18,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000474,BKG004071,CUST0053,FLT00171,2024-11-19,5,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Premium Economy
REV000475,BKG009663,CUST0256,FLT00404,2024-12-07,5,Great value for money on this West African route.,0.4,positive,Economy
REV000476,BKG000581,CUST0152,FLT00025,2024-12-18,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000477,BKG007005,CUST0023,FLT00294,2024-12-12,4,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000478,BKG010487,CUST0060,FLT00438,2025-01-15,4,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000479,BKG008131,CUST0294,FLT00341,2024-12-07,5,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000480,BKG003148,CUST0075,FLT00132,2024-12-30,3,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000481,BKG004250,CUST0272,FLT00178,2024-11-27,3,45 minute delay at departure but courteous staff.,0.6,positive,Business
REV000482,BKG001680,CUST0019,FLT00070,2024-11-26,5,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000483,BKG003507,CUST0068,FLT00148,2024-11-11,4,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000484,BKG007254,CUST0017,FLT00305,2025-01-09,5,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Economy
REV000485,BKG002745,CUST0209,FLT00116,2025-01-07,3,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000486,BKG009436,CUST0293,FLT00395,2025-01-11,4,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Business
REV000487,BKG005189,CUST0150,FLT00219,2024-12-27,5,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000488,BKG011311,CUST0093,FLT00474,2024-12-06,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Premium Economy
REV000489,BKG002142,CUST0142,FLT00090,2024-12-10,3,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000490,BKG011252,CUST0157,FLT00472,2024-12-16,2,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000491,BKG011152,CUST0268,FLT00468,2024-12-05,1,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Premium Economy
REV000492,BKG010458,CUST0282,FLT00437,2024-12-31,4,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000493,BKG006618,CUST0269,FLT00278,2024-12-30,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Premium Economy
REV000494,BKG002480,CUST0155,FLT00105,2024-12-08,3,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000495,BKG006485,CUST0031,FLT00273,2024-12-16,4,"Broken seat, faulty tray table, indifferent cabin crew.",-0.4,negative,Economy
REV000496,BKG009828,CUST0108,FLT00411,2024-11-28,3,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000497,BKG007422,CUST0016,FLT00312,2024-11-21,4,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000498,BKG009950,CUST0004,FLT00415,2024-12-01,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000499,BKG004453,CUST0163,FLT00188,2024-11-17,3,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000500,BKG010263,CUST0297,FLT00428,2024-12-17,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Business
REV000501,BKG005882,CUST0268,FLT00247,2024-12-29,2,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Premium Economy
REV000502,BKG006666,CUST0246,FLT00280,2024-12-30,2,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Business
REV000503,BKG002850,CUST0248,FLT00120,2024-12-14,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000504,BKG011444,CUST0104,FLT00479,2025-01-04,3,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000505,BKG007391,CUST0161,FLT00311,2024-11-27,3,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000506,BKG006906,CUST0209,FLT00290,2025-01-17,5,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Economy
REV000507,BKG002490,CUST0274,FLT00105,2024-11-25,5,Great value for money on this West African route.,0.4,positive,Premium Economy
REV000508,BKG009824,CUST0016,FLT00410,2025-01-23,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000509,BKG011009,CUST0172,FLT00462,2025-01-08,3,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000510,BKG009208,CUST0024,FLT00386,2024-12-06,1,"Excellent flight, very professional and attentive crew.",0.51,positive,Business
REV000511,BKG009541,CUST0189,FLT00399,2024-12-26,4,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Economy
REV000512,BKG004612,CUST0082,FLT00196,2024-12-30,2,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000513,BKG011280,CUST0200,FLT00473,2024-12-02,4,Great value for money on this West African route.,0.4,positive,Economy
REV000514,BKG002840,CUST0147,FLT00120,2024-12-23,5,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000515,BKG008528,CUST0221,FLT00357,2025-01-19,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000516,BKG005879,CUST0065,FLT00247,2025-01-05,5,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Economy
REV000517,BKG009088,CUST0145,FLT00381,2024-12-09,4,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Economy
REV000518,BKG006304,CUST0165,FLT00266,2024-12-17,3,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000519,BKG000852,CUST0027,FLT00036,2024-12-13,5,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000520,BKG001688,CUST0261,FLT00070,2024-12-19,5,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000521,BKG010124,CUST0284,FLT00422,2025-01-09,4,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000522,BKG006834,CUST0141,FLT00287,2025-01-09,5,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000523,BKG002428,CUST0066,FLT00102,2024-12-22,4,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Business
REV000524,BKG009761,CUST0203,FLT00408,2024-12-11,5,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000525,BKG004001,CUST0213,FLT00169,2024-12-12,2,Great value for money on this West African route.,0.4,positive,Economy
REV000526,BKG005053,CUST0179,FLT00214,2024-12-28,3,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Premium Economy
REV000527,BKG002739,CUST0246,FLT00116,2025-01-02,1,Very disappointed with the service on this strategic route.,-0.975,negative,Premium Economy
REV000528,BKG005733,CUST0010,FLT00241,2024-12-06,2,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000529,BKG005388,CUST0072,FLT00227,2024-12-27,1,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000530,BKG008003,CUST0119,FLT00336,2025-01-06,4,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000531,BKG005537,CUST0127,FLT00233,2025-01-06,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000532,BKG003914,CUST0191,FLT00165,2024-11-13,3,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000533,BKG001067,CUST0257,FLT00045,2024-12-01,3,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000534,BKG007724,CUST0126,FLT00324,2024-11-28,1,Average food for an international flight. Needs improvement.,-0.075,neutral,Business
REV000535,BKG004381,CUST0290,FLT00185,2024-12-11,3,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Premium Economy
REV000536,BKG010637,CUST0142,FLT00444,2025-01-01,2,Great value for money on this West African route.,0.4,positive,Economy
REV000537,BKG004108,CUST0232,FLT00173,2024-12-18,2,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000538,BKG005727,CUST0286,FLT00241,2024-11-30,4,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000539,BKG003374,CUST0287,FLT00141,2024-12-28,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Business
REV000540,BKG010739,CUST0276,FLT00448,2025-01-08,3,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000541,BKG008946,CUST0187,FLT00373,2024-12-23,1,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Premium Economy
REV000542,BKG002083,CUST0239,FLT00088,2024-12-27,3,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000543,BKG010967,CUST0134,FLT00460,2024-12-06,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000544,BKG011089,CUST0257,FLT00465,2024-12-08,2,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Business
REV000545,BKG008968,CUST0275,FLT00375,2024-12-15,3,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Business
REV000546,BKG006749,CUST0058,FLT00283,2024-12-17,3,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000547,BKG009818,CUST0191,FLT00410,2025-01-07,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000548,BKG011262,CUST0115,FLT00472,2024-12-12,4,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000549,BKG000418,CUST0012,FLT00017,2024-11-29,1,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000550,BKG008307,CUST0214,FLT00348,2024-11-24,4,Narrow seat in economy on the long haul flight.,-0.125,neutral,Premium Economy
REV000551,BKG008809,CUST0104,FLT00368,2025-01-04,3,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000552,BKG003975,CUST0011,FLT00167,2025-01-06,3,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000553,BKG003268,CUST0296,FLT00137,2024-12-31,4,"Impeccable service, very comfortable business class seat.",0.635,positive,Business
REV000554,BKG000826,CUST0250,FLT00035,2024-11-27,2,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Economy
REV000555,BKG007669,CUST0294,FLT00322,2024-12-07,4,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Business
REV000556,BKG005746,CUST0111,FLT00241,2024-12-16,4,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000557,BKG009709,CUST0037,FLT00406,2025-01-15,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Business
REV000558,BKG011339,CUST0108,FLT00475,2024-12-11,3,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000559,BKG000413,CUST0292,FLT00017,2024-12-20,4,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000560,BKG007544,CUST0249,FLT00317,2024-12-01,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000561,BKG007588,CUST0116,FLT00319,2024-12-15,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000562,BKG000729,CUST0181,FLT00031,2024-12-07,4,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000563,BKG007165,CUST0245,FLT00300,2024-12-19,5,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000564,BKG011001,CUST0037,FLT00462,2025-01-02,3,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Business
REV000565,BKG008868,CUST0037,FLT00370,2024-12-24,4,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000566,BKG005989,CUST0236,FLT00252,2024-11-26,3,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000567,BKG002505,CUST0243,FLT00106,2024-11-22,2,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000568,BKG002968,CUST0254,FLT00125,2024-12-15,3,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Business
REV000569,BKG002787,CUST0116,FLT00118,2024-11-14,3,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Economy
REV000570,BKG001123,CUST0090,FLT00047,2024-12-10,3,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000571,BKG004080,CUST0177,FLT00172,2025-01-01,5,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000572,BKG001572,CUST0251,FLT00065,2024-12-18,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000573,BKG005074,CUST0064,FLT00214,2024-12-26,2,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000574,BKG005105,CUST0062,FLT00216,2025-01-11,2,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000575,BKG002144,CUST0101,FLT00090,2024-11-15,3,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000576,BKG009880,CUST0156,FLT00413,2024-12-21,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000577,BKG006807,CUST0250,FLT00286,2025-01-12,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000578,BKG007358,CUST0028,FLT00309,2024-12-07,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000579,BKG003441,CUST0129,FLT00144,2024-12-29,3,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000580,BKG003767,CUST0269,FLT00159,2024-11-26,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000581,BKG005645,CUST0047,FLT00237,2024-11-25,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000582,BKG010519,CUST0014,FLT00439,2024-12-10,2,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000583,BKG002915,CUST0031,FLT00123,2024-12-23,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Business
REV000584,BKG004969,CUST0044,FLT00210,2024-12-17,4,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000585,BKG005918,CUST0285,FLT00249,2025-01-10,5,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Premium Economy
REV000586,BKG008788,CUST0077,FLT00367,2024-12-04,1,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Business
REV000587,BKG000729,CUST0181,FLT00031,2024-12-07,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000588,BKG001366,CUST0145,FLT00057,2024-11-13,5,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Premium Economy
REV000589,BKG004493,CUST0179,FLT00190,2024-11-22,4,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Economy
REV000590,BKG000699,CUST0016,FLT00029,2024-11-06,5,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Premium Economy
REV000591,BKG007187,CUST0160,FLT00302,2025-01-10,5,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000592,BKG000396,CUST0299,FLT00016,2024-11-05,4,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000593,BKG007401,CUST0043,FLT00312,2025-01-07,3,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000594,BKG008083,CUST0150,FLT00339,2025-01-19,2,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Business
REV000595,BKG004172,CUST0230,FLT00175,2024-12-20,4,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000596,BKG004361,CUST0069,FLT00184,2024-12-25,4,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Premium Economy
REV000597,BKG002503,CUST0028,FLT00106,2024-11-25,3,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000598,BKG010012,CUST0008,FLT00418,2024-12-20,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
