loyalty_id,customer_id,booking_id,transaction_date,miles_earned,miles_redeemed,activity_type
LOY0000855,CUST0039,BKG008463,2024-12-03,1956,0,flight
LOY0000856,CUST0039,BKG008658,2025-01-07,1490,0,flight
LOY0000857,CUST0039,BKG008694,2024-12-28,2336,2336,flight
LOY0000858,CUST0039,BKG008894,2025-01-18,440,220,partner_hotel
LOY0000859,CUST0039,BKG009154,2025-01-13,945,472,flight
LOY0000860,CUST0039,BKG009207,2025-01-10,1216,0,bonus_campaign
LOY0000861,CUST0039,BKG009501,2024-12-23,1097,548,flight
LOY0000862,CUST0039,BKG010314,2024-12-03,634,0,flight
LOY0000863,CUST0039,BKG011103,2025-01-12,369,0,flight
LOY0000864,CUST0039,BKG011335,2025-01-21,972,486,partner_hotel
LOY0000865,CUST0040,BKG000382,2024-12-19,1917,0,flight
LOY0000866,CUST0040,BKG000874,2024-11-08,2184,0,flight
LOY0000867,CUST0040,BKG000915,2024-11-11,1096,1096,flight
LOY0000868,CUST0040,BKG001295,2024-12-01,1585,0,partner_hotel
LOY0000869,CUST0040,BKG001677,2024-11-06,426,0,flight
LOY0000870,CUST0040,BKG001995,2024-11-25,402,201,flight
LOY0000871,CUST0040,BKG002269,2024-12-04,1195,597,flight
LOY0000872,CUST0040,BKG002279,2024-11-11,1372,0,flight
LOY0000873,CUST0040,BKG002308,2024-12-23,309,309,partner_hotel
LOY0000874,CUST0040,BKG002311,2024-12-17,1848,1848,bonus_campaign
LOY0000875,CUST0040,BKG002515,2024-12-08,1044,1044,flight
LOY0000876,CUST0040,BKG004501,2024-12-10,1760,0,flight
LOY0000877,CUST0040,BKG006359,2024-11-27,2646,0,flight
LOY0000878,CUST0040,BKG006383,2024-12-10,7417,7417,flight
LOY0000879,CUST0040,BKG006389,2024-12-23,7080,0,flight
LOY0000880,CUST0040,BKG006774,2024-12-14,3712,1856,flight
LOY0000881,CUST0040,BKG007025,2024-12-12,1730,865,flight
LOY0000882,CUST0040,BKG007264,2025-01-09,664,0,partner_hotel
LOY0000883,CUST0040,BKG007355,2025-01-10,1003,501,flight
LOY0000884,CUST0040,BKG007846,2024-12-03,1432,1432,flight
LOY0000885,CUST0040,BKG007922,2025-01-02,9024,4512,flight
LOY0000886,CUST0040,BKG008037,2025-01-11,892,0,flight
LOY0000887,CUST0040,BKG008243,2024-12-12,747,0,partner_hotel
LOY0000888,CUST0040,BKG008474,2024-12-09,442,0,flight
LOY0000889,CUST0040,BKG008484,2024-12-11,350,175,partner_hotel
LOY0000890,CUST0040,BKG008815,2024-12-14,450,0,flight
LOY0000891,CUST0040,BKG008823,2024-12-24,1335,0,flight
LOY0000892,CUST0040,BKG008846,2024-12-15,1404,0,flight
LOY0000893,CUST0040,BKG009350,2024-12-17,1687,843,flight
LOY0000894,CUST0040,BKG009579,2025-01-06,523,261,partner_hotel
LOY0000895,CUST0040,BKG009798,2024-12-02,786,0,flight
LOY0000896,CUST0040,BKG010056,2024-12-06,1569,0,flight
LOY0000897,CUST0040,BKG010174,2024-12-15,1174,0,bonus_campaign
LOY0000898,CUST0040,BKG010178,2025-01-24,722,722,bonus_campaign
LOY0000899,CUST0040,BKG010582,2025-01-03,1576,0,partner_hotel
LOY0000900,CUST0040,BKG010731,2025-01-20,381,0,partner_hotel
LOY0000901,CUST0040,BKG011125,2025-01-21,760,0,flight
LOY0000902,CUST0040,BKG011190,2025-01-27,2699,1349,flight
LOY0000903,CUST0040,BKG011327,2025-01-16,3444,0,flight
LOY0000904,CUST0041,BKG000203,2024-11-30,1725,1725,flight
LOY0000905,CUST0041,BKG000657,2024-12-06,2832,0,partner_hotel
LOY0000906,CUST0041,BKG000675,2024-12-27,2451,0,bonus_campaign
LOY0000907,CUST0041,BKG000990,2024-12-09,2505,0,flight
LOY0000908,CUST0041,BKG001670,2024-11-29,964,0,flight
LOY0000909,CUST0041,BKG001725,2024-12-28,456,228,partner_hotel
LOY0000910,CUST0041,BKG002063,2024-12-25,768,0,partner_hotel
LOY0000911,CUST0041,BKG002326,2024-12-18,255,0,flight
LOY0000912,CUST0041,BKG002379,2024-12-11,456,0,flight
LOY0000913,CUST0041,BKG002762,2024-12-27,1263,0,flight
LOY0000914,CUST0041,BKG002783,2024-12-16,1530,0,partner_hotel
LOY0000915,CUST0041,BKG002933,2025-01-01,2332,1166,flight
LOY0000916,CUST0041,BKG003217,2024-11-30,1494,0,flight
LOY0000917,CUST0041,BKG003221,2024-12-14,990,0,flight
LOY0000918,CUST0041,BKG003459,2024-12-10,944,472,flight
LOY0000919,CUST0041,BKG003475,2024-12-05,885,442,partner_hotel
LOY0000920,CUST0041,BKG005379,2024-12-06,400,200,flight
LOY0000921,CUST0041,BKG005425,2024-12-06,3696,3696,flight
LOY0000922,CUST0041,BKG005594,2024-12-29,1762,0,bonus_campaign
LOY0000923,CUST0041,BKG005687,2025-01-06,1053,526,partner_hotel
LOY0000924,CUST0041,BKG005777,2024-12-08,776,0,partner_hotel
LOY0000925,CUST0041,BKG007097,2024-12-03,1648,0,partner_hotel
LOY0000926,CUST0041,BKG007641,2025-01-16,199,99,flight
LOY0000927,CUST0041,BKG007798,2024-12-25,2293,0,flight
LOY0000928,CUST0041,BKG008262,2025-01-03,460,230,flight
LOY0000929,CUST0041,BKG008565,2024-12-17,545,272,flight
LOY0000930,CUST0041,BKG008919,2024-12-20,1552,1552,flight
LOY0000931,CUST0041,BKG008975,2024-12-07,2640,0,flight
LOY0000932,CUST0041,BKG009249,2024-12-11,828,414,flight
LOY0000933,CUST0041,BKG009659,2025-01-17,1160,0,flight
LOY0000934,CUST0041,BKG009688,2024-12-10,1579,1579,flight
LOY0000935,CUST0041,BKG009735,2025-01-06,991,0,flight
LOY0000936,CUST0041,BKG010139,2025-01-08,825,0,flight
LOY0000937,CUST0041,BKG010355,2024-12-28,984,0,flight
LOY0000938,CUST0041,BKG010426,2024-12-30,1670,835,flight
LOY0000939,CUST0041,BKG010433,2025-01-03,399,0,flight
LOY0000940,CUST0041,BKG010436,2024-12-30,1642,0,bonus_campaign
LOY0000941,CUST0041,BKG010507,2024-12-05,762,381,flight
LOY0000942,CUST0041,BKG010565,2024-11-29,1274,1274,flight
LOY0000943,CUST0041,BKG010609,2024-12-13,751,0,partner_hotel
LOY0000944,CUST0041,BKG010611,2024-12-13,1336,0,flight
LOY0000945,CUST0041,BKG010902,2025-01-04,913,456,flight
LOY0000946,CUST0041,BKG010973,2024-12-27,3005,1502,flight
LOY0000947,CUST0041,BKG011031,2025-01-02,453,0,partner_hotel
LOY0000948,CUST0041,BKG011147,2025-01-29,742,0,flight
LOY0000949,CUST0041,BKG011149,2024-12-17,354,0,flight
LOY0000950,CUST0041,BKG011431,2025-01-01,351,175,flight
LOY0000951,CUST0043,BKG000560,2024-12-06,549,0,partner_hotel
LOY0000952,CUST0043,BKG001329,2024-12-24,795,397,bonus_campaign
LOY0000953,CUST0043,BKG001980,2024-12-04,1155,0,flight
LOY0000954,CUST0043,BKG002386,2025-01-05,1067,0,flight
LOY0000955,CUST0043,BKG002574,2024-11-17,2106,0,flight
LOY0000956,CUST0043,BKG003426,2024-12-11,920,0,flight
LOY0000957,CUST0043,BKG003813,2024-11-23,676,0,flight
LOY0000958,CUST0043,BKG004013,2024-12-24,1596,0,flight
LOY0000959,CUST0043,BKG004744,2024-11-16,704,0,flight
LOY0000960,CUST0043,BKG004788,2024-12-19,873,0,flight
LOY0000961,CUST0043,BKG005106,2024-11-24,915,0,flight
LOY0000962,CUST0043,BKG005567,2024-12-02,1136,0,flight
LOY0000963,CUST0043,BKG005585,2024-12-08,1080,1080,flight
LOY0000964,CUST0043,BKG006055,2024-12-25,786,0,bonus_campaign
LOY0000965,CUST0043,BKG006099,2024-12-03,615,307,bonus_campaign
LOY0000966,CUST0043,BKG006489,2024-12-15,457,457,flight
LOY0000967,CUST0043,BKG006991,2024-11-30,2148,0,flight
LOY0000968,CUST0043,BKG007401,2025-01-07,1821,0,bonus_campaign
LOY0000969,CUST0043,BKG007732,2024-12-18,737,368,bonus_campaign
LOY0000970,CUST0043,BKG008063,2024-12-23,240,240,flight
LOY0000971,CUST0043,BKG008115,2025-01-20,2300,0,flight
LOY0000972,CUST0043,BKG008643,2024-11-24,810,0,flight
LOY0000973,CUST0043,BKG009115,2024-12-18,561,561,flight
LOY0000974,CUST0043,BKG010499,2024-12-30,1426,1426,flight
LOY0000975,CUST0043,BKG010533,2024-12-10,2229,1114,flight
LOY0000976,CUST0043,BKG010542,2024-12-31,760,380,flight
LOY0000977,CUST0043,BKG010559,2025-01-16,741,370,flight
LOY0000978,CUST0043,BKG010619,2025-01-08,471,0,partner_hotel
LOY0000979,CUST0046,BKG000023,2024-11-02,747,0,flight
LOY0000980,CUST0046,BKG000141,2024-12-04,1908,0,flight
LOY0000981,CUST0046,BKG000311,2024-12-05,3880,0,partner_hotel
LOY0000982,CUST0046,BKG000364,2024-11-22,1170,0,flight
LOY0000983,CUST0046,BKG000437,2024-11-13,293,146,bonus_campaign
LOY0000984,CUST0046,BKG000495,2024-12-04,2832,0,partner_hotel
LOY0000985,CUST0046,BKG000646,2024-11-11,488,488,flight
LOY0000986,CUST0046,BKG000780,2024-11-09,432,0,flight
LOY0000987,CUST0046,BKG001050,2024-11-23,1770,1770,partner_hotel
LOY0000988,CUST0046,BKG001138,2024-11-12,1821,0,flight
LOY0000989,CUST0046,BKG001594,2024-12-23,372,0,flight
LOY0000990,CUST0046,BKG001886,2024-12-15,756,0,flight
LOY0000991,CUST0046,BKG002081,2024-12-24,2832,1416,flight
LOY0000992,CUST0046,BKG003672,2024-12-11,2040,0,partner_hotel
LOY0000993,CUST0046,BKG003863,2024-12-31,679,339,flight
LOY0000994,CUST0046,BKG003910,2024-11-23,1951,975,flight
LOY0000995,CUST0046,BKG004021,2024-12-15,934,467,flight
LOY0000996,CUST0046,BKG004070,2024-11-12,927,0,flight
LOY0000997,CUST0046,BKG004469,2024-11-23,3093,1546,partner_hotel
LOY0000998,CUST0046,BKG004882,2024-12-17,1771,0,flight
LOY0000999,CUST0046,BKG005232,2024-11-17,7477,0,flight
LOY0001000,CUST0046,BKG005300,2024-12-08,677,677,flight
LOY0001001,CUST0046,BKG005415,2024-11-29,3672,0,flight
LOY0001002,CUST0046,BKG005752,2024-12-18,712,0,partner_hotel
LOY0001003,CUST0046,BKG005833,2024-12-23,755,0,flight
LOY0001004,CUST0046,BKG005863,2024-11-17,1327,0,partner_hotel
LOY0001005,CUST0046,BKG006293,2024-12-18,1525,762,flight
LOY0001006,CUST0046,BKG006939,2024-12-20,513,513,flight
LOY0001007,CUST0046,BKG007864,2025-01-07,951,0,flight
LOY0001008,CUST0046,BKG007963,2024-11-30,1681,0,flight
LOY0001009,CUST0046,BKG008097,2024-12-31,504,0,flight
LOY0001010,CUST0046,BKG008558,2024-12-30,1161,580,flight
LOY0001011,CUST0046,BKG009466,2024-12-06,5265,0,flight
LOY0001012,CUST0046,BKG011255,2024-12-30,996,996,flight
LOY0001013,CUST0046,BKG011319,2025-01-26,1490,0,flight
LOY0001014,CUST0046,BKG011454,2025-01-18,1075,0,bonus_campaign
LOY0001015,CUST0047,BKG000254,2024-11-05,830,0,flight
LOY0001016,CUST0047,BKG000424,2024-11-24,1184,0,flight
LOY0001017,CUST0047,BKG000455,2024-11-18,921,0,partner_hotel
LOY0001018,CUST0047,BKG000509,2024-12-03,676,338,partner_hotel
LOY0001019,CUST0047,BKG000822,2024-12-20,355,0,flight
LOY0001020,CUST0047,BKG000946,2024-12-17,687,0,flight
LOY0001021,CUST0047,BKG001008,2024-12-05,951,0,flight
LOY0001022,CUST0047,BKG001112,2024-12-12,2023,0,flight
LOY0001023,CUST0047,BKG002154,2024-11-16,1492,0,flight
LOY0001024,CUST0047,BKG003076,2024-12-07,605,0,bonus_campaign
LOY0001025,CUST0047,BKG003116,2024-12-22,777,388,partner_hotel
LOY0001026,CUST0047,BKG003143,2024-11-27,1584,0,flight
LOY0001027,CUST0047,BKG003446,2024-12-09,855,0,flight
LOY0001028,CUST0047,BKG003952,2024-12-11,935,467,partner_hotel
LOY0001029,CUST0047,BKG004717,2024-12-22,1968,0,flight
LOY0001030,CUST0047,BKG005355,2024-12-29,938,0,bonus_campaign
LOY0001031,CUST0047,BKG005433,2024-11-16,2177,2177,partner_hotel
LOY0001032,CUST0047,BKG005452,2024-11-21,1560,0,flight
LOY0001033,CUST0047,BKG005466,2025-01-05,816,0,flight
LOY0001034,CUST0047,BKG005645,2024-11-25,3069,3069,flight
LOY0001035,CUST0047,BKG005860,2024-12-04,2648,1324,flight
LOY0001036,CUST0047,BKG005938,2024-12-15,680,0,flight
LOY0001037,CUST0047,BKG006476,2024-11-22,738,738,flight
LOY0001038,CUST0047,BKG007099,2024-11-27,402,201,flight
LOY0001039,CUST0047,BKG007262,2024-11-22,755,377,flight
LOY0001040,CUST0047,BKG007310,2024-12-20,550,0,flight
LOY0001041,CUST0047,BKG007377,2024-12-10,936,0,flight
LOY0001042,CUST0047,BKG007554,2025-01-17,920,0,flight
LOY0001043,CUST0047,BKG007567,2024-12-23,990,0,flight
LOY0001044,CUST0047,BKG007987,2024-12-07,2926,0,bonus_campaign
LOY0001045,CUST0047,BKG008629,2025-01-06,680,0,flight
LOY0001046,CUST0047,BKG008767,2024-12-19,1505,752,flight
LOY0001047,CUST0047,BKG009028,2024-11-28,1430,0,flight
LOY0001048,CUST0047,BKG009156,2024-12-06,1011,1011,flight
LOY0001049,CUST0047,BKG009193,2024-12-28,1152,576,flight
LOY0001050,CUST0047,BKG009256,2024-12-19,1161,1161,flight
LOY0001051,CUST0047,BKG009696,2024-12-08,861,0,flight
LOY0001052,CUST0047,BKG010030,2024-12-05,414,0,flight
LOY0001053,CUST0047,BKG010162,2024-12-08,531,0,bonus_campaign
LOY0001054,CUST0047,BKG010442,2025-01-26,1146,1146,bonus_campaign
LOY0001055,CUST0047,BKG010443,2024-12-31,783,391,flight
LOY0001056,CUST0047,BKG010656,2025-01-23,2465,0,flight
LOY0001057,CUST0047,BKG010875,2024-12-29,1065,532,bonus_campaign
LOY0001058,CUST0048,BKG000137,2024-12-31,949,474,bonus_campaign
LOY0001059,CUST0048,BKG000182,2024-12-26,679,0,partner_hotel
LOY0001060,CUST0048,BKG000464,2024-12-18,835,0,flight
LOY0001061,CUST0048,BKG001024,2024-12-19,1984,0,flight
LOY0001062,CUST0048,BKG001031,2024-12-30,3650,0,flight
LOY0001063,CUST0048,BKG001687,2024-12-01,1021,1021,flight
LOY0001064,CUST0048,BKG002184,2024-12-28,3888,0,flight
LOY0001065,CUST0048,BKG002352,2024-11-23,680,340,flight
LOY0001066,CUST0048,BKG002375,2024-11-28,600,0,flight
LOY0001067,CUST0048,BKG002546,2024-11-08,894,894,partner_hotel
LOY0001068,CUST0048,BKG002834,2024-11-21,2430,2430,flight
LOY0001069,CUST0048,BKG003113,2024-12-10,2956,0,flight
LOY0001070,CUST0048,BKG003193,2024-11-22,431,0,flight
LOY0001071,CUST0048,BKG003763,2024-11-11,1310,655,partner_hotel
LOY0001072,CUST0048,BKG004137,2024-11-26,2196,0,flight
LOY0001073,CUST0048,BKG004209,2024-12-29,360,0,flight
LOY0001074,CUST0048,BKG004230,2024-12-30,917,0,partner_hotel
LOY0001075,CUST0048,BKG004753,2024-12-09,600,300,flight
LOY0001076,CUST0048,BKG004760,2024-12-08,1562,781,flight
LOY0001077,CUST0048,BKG005432,2024-12-15,850,0,flight
LOY0001078,CUST0048,BKG006292,2024-12-10,782,0,flight
LOY0001079,CUST0048,BKG006663,2024-12-28,324,0,bonus_campaign
LOY0001080,CUST0048,BKG006844,2024-12-28,396,0,flight
LOY0001081,CUST0048,BKG007726,2024-11-27,2227,0,bonus_campaign
LOY0001082,CUST0048,BKG008068,2024-12-04,361,0,flight
LOY0001083,CUST0048,BKG008607,2024-12-05,900,450,partner_hotel
LOY0001084,CUST0048,BKG008703,2024-12-19,4926,4926,flight
LOY0001085,CUST0048,BKG008802,2024-12-21,1332,0,flight
LOY0001086,CUST0048,BKG008844,2024-11-25,568,0,flight
LOY0001087,CUST0048,BKG009003,2024-12-06,1837,0,flight
LOY0001088,CUST0048,BKG009062,2024-11-28,5475,0,flight
LOY0001089,CUST0048,BKG009583,2025-01-16,648,0,flight
LOY0001090,CUST0048,BKG009596,2024-12-08,610,610,flight
LOY0001091,CUST0048,BKG010160,2025-01-21,1132,0,flight
LOY0001092,CUST0048,BKG010369,2025-01-14,1362,681,partner_hotel
LOY0001093,CUST0048,BKG010535,2024-12-12,1787,0,flight
LOY0001094,CUST0048,BKG010639,2025-01-03,5628,2814,flight
LOY0001095,CUST0048,BKG011082,2025-01-05,520,0,flight
LOY0001096,CUST0048,BKG011219,2025-01-02,914,457,flight
LOY0001097,CUST0049,BKG000075,2024-11-18,580,0,flight
LOY0001098,CUST0049,BKG000466,2024-11-10,580,0,flight
LOY0001099,CUST0049,BKG001713,2025-01-04,1370,1370,partner_hotel
LOY0001100,CUST0049,BKG001967,2024-12-07,684,0,flight
LOY0001101,CUST0049,BKG002108,2024-11-22,2704,0,flight
LOY0001102,CUST0049,BKG002118,2024-12-23,2344,1172,flight
LOY0001103,CUST0049,BKG002178,2025-01-05,1485,0,flight
LOY0001104,CUST0049,BKG002567,2024-11-15,1549,1549,bonus_campaign
LOY0001105,CUST0049,BKG002626,2024-12-19,1404,702,flight
LOY0001106,CUST0049,BKG002951,2024-11-30,2418,1209,flight
LOY0001107,CUST0049,BKG003439,2025-01-03,1449,0,flight
LOY0001108,CUST0049,BKG003668,2024-12-27,855,427,partner_hotel
LOY0001109,CUST0049,BKG003671,2024-12-21,784,392,flight
LOY0001110,CUST0049,BKG003878,2024-12-14,2268,0,flight
LOY0001111,CUST0049,BKG003913,2024-12-10,2386,0,flight
LOY0001112,CUST0049,BKG003951,2024-11-14,591,0,flight
LOY0001113,CUST0049,BKG004638,2024-12-09,1098,1098,flight
LOY0001114,CUST0049,BKG005241,2024-12-20,7860,0,partner_hotel
LOY0001115,CUST0049,BKG005832,2025-01-02,669,0,flight
LOY0001116,CUST0049,BKG005837,2024-11-18,657,328,flight
LOY0001117,CUST0049,BKG006130,2024-12-13,840,0,flight
LOY0001118,CUST0049,BKG006340,2025-01-15,920,0,flight
LOY0001119,CUST0049,BKG006648,2024-12-05,949,0,flight
LOY0001120,CUST0049,BKG007534,2024-12-31,6354,3177,flight
LOY0001121,CUST0049,BKG008817,2024-12-19,1513,0,flight
LOY0001122,CUST0049,BKG009290,2024-12-31,2872,0,flight
LOY0001123,CUST0049,BKG009635,2024-11-27,475,237,flight
LOY0001124,CUST0049,BKG010275,2025-01-02,6425,6425,flight
LOY0001125,CUST0049,BKG011211,2024-12-17,2407,0,flight
LOY0001126,CUST0049,BKG011275,2025-01-17,1008,0,bonus_campaign
LOY0001127,CUST0049,BKG011409,2024-12-29,1230,1230,flight
LOY0001128,CUST0051,BKG000123,2024-12-30,2210,2210,flight
LOY0001129,CUST0051,BKG000494,2024-12-06,2650,1325,flight
LOY0001130,CUST0051,BKG001517,2024-11-27,1544,0,flight
LOY0001131,CUST0051,BKG001534,2024-12-24,965,482,bonus_campaign
LOY0001132,CUST0051,BKG001651,2024-12-29,516,258,bonus_campaign
LOY0001133,CUST0051,BKG002582,2025-01-05,5140,0,flight
LOY0001134,CUST0051,BKG002757,2025-01-05,1275,0,partner_hotel
LOY0001135,CUST0051,BKG002937,2025-01-01,5723,5723,partner_hotel
LOY0001136,CUST0051,BKG003271,2024-12-17,1036,0,flight
LOY0001137,CUST0051,BKG003508,2024-11-18,1852,0,flight
LOY0001138,CUST0051,BKG003558,2024-11-11,1390,0,flight
LOY0001139,CUST0051,BKG003937,2024-12-15,516,0,flight
LOY0001140,CUST0051,BKG004814,2024-11-18,9720,0,partner_hotel
LOY0001141,CUST0051,BKG004925,2024-12-18,5625,0,flight
LOY0001142,CUST0051,BKG005085,2024-12-18,1188,0,flight
LOY0001143,CUST0051,BKG006318,2024-11-18,2837,2837,bonus_campaign
LOY0001144,CUST0051,BKG006328,2024-12-04,1992,0,flight
LOY0001145,CUST0051,BKG006564,2024-12-25,3806,0,flight
LOY0001146,CUST0051,BKG007056,2024-11-22,908,0,flight
LOY0001147,CUST0051,BKG007338,2025-01-19,739,0,flight
LOY0001148,CUST0051,BKG007371,2025-01-04,792,0,flight
LOY0001149,CUST0051,BKG007768,2024-12-29,2275,0,flight
LOY0001150,CUST0051,BKG007769,2024-11-26,1735,0,partner_hotel
LOY0001151,CUST0051,BKG007881,2024-12-06,1557,0,flight
LOY0001152,CUST0051,BKG008024,2024-11-28,1678,1678,partner_hotel
LOY0001153,CUST0051,BKG008121,2024-12-29,1448,1448,flight
LOY0001154,CUST0051,BKG008241,2024-12-24,1050,0,partner_hotel
LOY0001155,CUST0051,BKG008589,2024-12-20,796,0,partner_hotel
LOY0001156,CUST0051,BKG008680,2024-12-13,765,382,flight
LOY0001157,CUST0051,BKG008710,2025-01-10,2954,2954,flight
LOY0001158,CUST0051,BKG008736,2025-01-03,6035,0,flight
LOY0001159,CUST0051,BKG009188,2024-12-04,742,0,partner_hotel
LOY0001160,CUST0051,BKG009619,2024-12-31,1312,1312,flight
LOY0001161,CUST0051,BKG010187,2025-01-03,1675,837,partner_hotel
LOY0001162,CUST0051,BKG010530,2024-11-29,1435,717,flight
LOY0001163,CUST0053,BKG000142,2024-12-31,1420,710,flight
LOY0001164,CUST0053,BKG000556,2024-12-02,1565,0,flight
LOY0001165,CUST0053,BKG000769,2024-12-18,2066,1033,flight
LOY0001166,CUST0053,BKG001205,2024-12-17,2534,1267,partner_hotel
LOY0001167,CUST0053,BKG001287,2024-11-25,953,953,flight
LOY0001168,CUST0053,BKG001445,2024-12-05,3334,0,flight
LOY0001169,CUST0053,BKG001728,2024-12-26,621,0,flight
LOY0001170,CUST0053,BKG002333,2025-01-02,2854,1427,flight
LOY0001171,CUST0053,BKG002501,2024-11-29,1555,777,bonus_campaign
LOY0001172,CUST0053,BKG003275,2024-11-14,1765,1765,partner_hotel
LOY0001173,CUST0053,BKG003408,2024-11-26,909,0,flight
LOY0001174,CUST0053,BKG003625,2025-01-09,1375,0,partner_hotel
LOY0001175,CUST0053,BKG003893,2024-12-17,812,0,flight
LOY0001176,CUST0053,BKG004012,2024-11-23,1575,0,flight
LOY0001177,CUST0053,BKG004071,2024-11-19,3056,0,flight
LOY0001178,CUST0053,BKG004398,2024-12-07,678,0,flight
LOY0001179,CUST0053,BKG004787,2024-12-09,1116,558,flight
LOY0001180,CUST0053,BKG005017,2025-01-03,1588,0,flight
LOY0001181,CUST0053,BKG005092,2024-12-20,1389,0,partner_hotel
LOY0001182,CUST0053,BKG005169,2025-01-01,513,0,flight
LOY0001183,CUST0053,BKG005273,2024-11-28,675,675,flight
LOY0001184,CUST0053,BKG005467,2024-12-07,3153,3153,flight
LOY0001185,CUST0053,BKG005663,2025-01-08,908,0,flight
LOY0001186,CUST0053,BKG005965,2025-01-12,1440,0,bonus_campaign
LOY0001187,CUST0053,BKG006443,2024-12-30,1449,0,flight
LOY0001188,CUST0053,BKG006490,2025-01-07,346,346,flight
LOY0001189,CUST0053,BKG006832,2024-12-20,3200,1600,partner_hotel
LOY0001190,CUST0053,BKG006874,2024-12-24,940,470,flight
LOY0001191,CUST0053,BKG006967,2024-12-04,1500,0,flight
LOY0001192,CUST0053,BKG007090,2024-12-04,1085,0,flight
LOY0001193,CUST0053,BKG007272,2024-12-20,1560,0,flight
LOY0001194,CUST0053,BKG007440,2024-11-21,423,211,partner_hotel
LOY0001195,CUST0053,BKG007467,2025-01-18,1386,693,bonus_campaign
LOY0001196,CUST0053,BKG007824,2024-12-19,972,0,flight
LOY0001197,CUST0053,BKG007869,2024-11-28,1350,0,partner_hotel
LOY0001198,CUST0053,BKG008129,2024-12-28,1029,514,flight
LOY0001199,CUST0053,BKG008161,2025-01-09,626,626,partner_hotel
LOY0001200,CUST0053,BKG008335,2024-12-27,8040,8040,flight
LOY0001201,CUST0053,BKG008677,2024-12-22,1044,0,flight
LOY0001202,CUST0053,BKG008941,2025-01-02,525,525,flight
LOY0001203,CUST0053,BKG009163,2025-01-21,555,0,flight
LOY0001204,CUST0053,BKG009261,2025-01-11,519,259,flight
LOY0001205,CUST0053,BKG009548,2025-01-02,890,890,flight
LOY0001206,CUST0053,BKG010237,2024-12-24,1597,0,flight
LOY0001207,CUST0053,BKG010492,2024-12-10,1224,1224,flight
LOY0001208,CUST0055,BKG000259,2024-11-17,356,0,partner_hotel
LOY0001209,CUST0055,BKG000483,2024-12-14,1534,0,partner_hotel
LOY0001210,CUST0055,BKG000506,2024-12-05,870,435,flight
LOY0001211,CUST0055,BKG000516,2024-11-27,510,510,flight
LOY0001212,CUST0055,BKG000573,2024-12-10,1425,0,flight
LOY0001213,CUST0055,BKG000819,2024-11-12,1227,0,partner_hotel
LOY0001214,CUST0055,BKG000887,2024-11-28,1003,0,flight
LOY0001215,CUST0055,BKG001136,2024-12-07,3266,0,flight
LOY0001216,CUST0055,BKG001582,2024-12-17,466,0,flight
LOY0001217,CUST0055,BKG001870,2024-12-21,861,861,flight
LOY0001218,CUST0055,BKG002277,2024-12-13,699,0,flight
LOY0001219,CUST0055,BKG002424,2024-12-13,426,0,flight
LOY0001220,CUST0055,BKG002577,2025-01-01,2535,2535,flight
LOY0001221,CUST0055,BKG002826,2024-11-15,896,896,partner_hotel
LOY0001222,CUST0055,BKG003057,2024-12-04,470,0,flight
LOY0001223,CUST0055,BKG003539,2024-11-17,2052,0,flight
LOY0001224,CUST0055,BKG003579,2024-11-18,1359,0,flight
LOY0001225,CUST0055,BKG003680,2024-12-08,5717,0,partner_hotel
LOY0001226,CUST0055,BKG003682,2024-12-11,9288,0,flight
LOY0001227,CUST0055,BKG004263,2024-12-26,445,0,flight
LOY0001228,CUST0055,BKG004713,2024-12-11,1097,0,flight
LOY0001229,CUST0055,BKG004871,2024-12-16,893,0,flight
LOY0001230,CUST0055,BKG005050,2024-11-20,3030,1515,flight
LOY0001231,CUST0055,BKG005117,2024-12-02,1069,534,flight
LOY0001232,CUST0055,BKG005535,2024-12-22,1305,652,flight
LOY0001233,CUST0055,BKG005656,2024-12-27,775,0,flight
LOY0001234,CUST0055,BKG005768,2024-12-09,485,485,flight
LOY0001235,CUST0055,BKG006244,2025-01-02,652,326,flight
LOY0001236,CUST0055,BKG006363,2024-12-05,1614,0,flight
LOY0001237,CUST0055,BKG006889,2024-12-28,715,357,partner_hotel
LOY0001238,CUST0055,BKG007077,2024-12-13,1026,1026,partner_hotel
LOY0001239,CUST0055,BKG007128,2024-12-16,1879,939,flight
LOY0001240,CUST0055,BKG007508,2024-12-12,5090,5090,flight
LOY0001241,CUST0055,BKG008079,2025-01-17,324,0,partner_hotel
LOY0001242,CUST0055,BKG008713,2025-01-20,3570,1785,partner_hotel
LOY0001243,CUST0055,BKG008832,2024-12-10,1152,0,flight
LOY0001244,CUST0055,BKG009100,2025-01-01,7890,7890,bonus_campaign
LOY0001245,CUST0055,BKG009586,2025-01-01,749,0,flight
LOY0001246,CUST0055,BKG009676,2025-01-24,1392,0,flight
LOY0001247,CUST0055,BKG010047,2024-12-22,990,0,flight
LOY0001248,CUST0055,BKG010092,2024-12-19,556,556,flight
LOY0001249,CUST0055,BKG010149,2025-01-26,769,384,flight
LOY0001250,CUST0055,BKG010291,2024-12-24,7104,0,flight
LOY0001251,CUST0055,BKG010387,2025-01-24,216,0,flight
LOY0001252,CUST0055,BKG010644,2024-12-11,4932,0,flight
LOY0001253,CUST0055,BKG010805,2025-01-12,337,0,bonus_campaign
LOY0001254,CUST0055,BKG011016,2025-01-27,387,387,flight
LOY0001255,CUST0056,BKG000042,2024-12-14,279,0,flight
