ticket_id,customer_id,flight_id,category,ticket_text,sentiment_score,sentiment_label,severity,status,created_at,resolution_days
TKT000359,CUST0233,FLT00292,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,3
TKT000360,CUST0203,FLT00003,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,1
TKT000361,CUST0063,FLT00431,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,open,2026-05-24,3
TKT000362,CUST0102,FLT00359,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT000363,CUST0124,FLT00209,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,resolved,2026-05-24,7
TKT000364,CUST0041,FLT00472,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,30
TKT000365,CUST0074,FLT00477,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,open,2026-05-24,5
TKT000366,CUST0040,FLT00097,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,3
TKT000367,CUST0239,FLT00102,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,in_progress,2026-05-24,3
TKT000368,CUST0036,FLT00123,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,5
TKT000369,CUST0068,FLT00194,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,3
TKT000370,CUST0236,FLT00307,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,in_progress,2026-05-24,14
TKT000371,CUST0256,FLT00120,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,14
TKT000372,CUST0163,FLT00147,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,closed,2026-05-24,1
TKT000373,CUST0235,FLT00077,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,resolved,2026-05-24,14
TKT000374,CUST0057,FLT00254,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,closed,2026-05-24,7
TKT000375,CUST0087,FLT00204,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,5
TKT000376,CUST0152,FLT00280,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,closed,2026-05-24,14
TKT000377,CUST0075,FLT00372,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000378,CUST0102,FLT00382,service,Meal not served in business class on this flight.,0.0,neutral,critical,resolved,2026-05-24,14
TKT000379,CUST0296,FLT00189,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,30
TKT000380,CUST0067,FLT00046,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,3
TKT000381,CUST0237,FLT00289,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,closed,2026-05-24,3
TKT000382,CUST0075,FLT00370,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,7
TKT000383,CUST0249,FLT00456,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,5
TKT000384,CUST0182,FLT00238,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,14
TKT000385,CUST0010,FLT00404,service,Meal not served in business class on this flight.,0.0,neutral,critical,open,2026-05-24,7
TKT000386,CUST0162,FLT00124,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,14
TKT000387,CUST0065,FLT00263,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,in_progress,2026-05-24,3
TKT000388,CUST0123,FLT00014,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,resolved,2026-05-24,5
TKT000389,CUST0224,FLT00446,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,5
TKT000390,CUST0094,FLT00097,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,closed,2026-05-24,3
TKT000391,CUST0174,FLT00062,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,closed,2026-05-24,30
TKT000392,CUST0248,FLT00160,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,in_progress,2026-05-24,1
TKT000393,CUST0037,FLT00183,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,critical,open,2026-05-24,1
TKT000394,CUST0159,FLT00398,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,5
TKT000395,CUST0265,FLT00148,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,5
TKT000396,CUST0212,FLT00167,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT000397,CUST0079,FLT00203,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,3
TKT000398,CUST0286,FLT00330,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,open,2026-05-24,7
TKT000399,CUST0093,FLT00362,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,closed,2026-05-24,3
TKT000400,CUST0296,FLT00274,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,5
TKT000401,CUST0184,FLT00075,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,7
TKT000402,CUST0168,FLT00328,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,5
TKT000403,CUST0027,FLT00479,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT000404,CUST0254,FLT00399,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,closed,2026-05-24,5
TKT000405,CUST0150,FLT00040,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,resolved,2026-05-24,5
TKT000406,CUST0193,FLT00289,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,open,2026-05-24,5
TKT000407,CUST0145,FLT00248,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,30
TKT000408,CUST0154,FLT00217,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,in_progress,2026-05-24,1
TKT000409,CUST0001,FLT00311,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,resolved,2026-05-24,1
TKT000410,CUST0065,FLT00274,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,3
TKT000411,CUST0188,FLT00094,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,7
TKT000412,CUST0046,FLT00111,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,resolved,2026-05-24,7
TKT000413,CUST0255,FLT00173,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,in_progress,2026-05-24,3
TKT000414,CUST0205,FLT00127,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,closed,2026-05-24,30
TKT000415,CUST0159,FLT00164,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,closed,2026-05-24,3
TKT000416,CUST0114,FLT00254,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,in_progress,2026-05-24,5
TKT000417,CUST0296,FLT00216,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,critical,closed,2026-05-24,3
TKT000418,CUST0012,FLT00155,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,5
TKT000419,CUST0192,FLT00199,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,in_progress,2026-05-24,3
TKT000420,CUST0159,FLT00062,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,5
TKT000421,CUST0069,FLT00051,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,open,2026-05-24,3
TKT000422,CUST0034,FLT00085,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT000423,CUST0017,FLT00444,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,closed,2026-05-24,3
TKT000424,CUST0156,FLT00292,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000425,CUST0241,FLT00301,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,in_progress,2026-05-24,14
TKT000426,CUST0102,FLT00264,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,in_progress,2026-05-24,7
TKT000427,CUST0218,FLT00095,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,resolved,2026-05-24,3
TKT000428,CUST0277,FLT00230,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT000429,CUST0106,FLT00232,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,5
TKT000430,CUST0075,FLT00293,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,closed,2026-05-24,7
TKT000431,CUST0031,FLT00416,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,in_progress,2026-05-24,1
TKT000432,CUST0260,FLT00108,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000433,CUST0248,FLT00273,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,1
TKT000434,CUST0092,FLT00444,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,open,2026-05-24,7
TKT000435,CUST0292,FLT00095,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,critical,resolved,2026-05-24,1
TKT000436,CUST0021,FLT00408,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,5
TKT000437,CUST0172,FLT00241,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,open,2026-05-24,7
TKT000438,CUST0056,FLT00408,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000439,CUST0291,FLT00063,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,3
TKT000440,CUST0219,FLT00223,service,Meal not served in business class on this flight.,0.0,neutral,critical,resolved,2026-05-24,3
TKT000441,CUST0258,FLT00316,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,in_progress,2026-05-24,5
TKT000442,CUST0144,FLT00445,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,30
TKT000443,CUST0046,FLT00217,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT000444,CUST0125,FLT00229,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,in_progress,2026-05-24,3
TKT000445,CUST0254,FLT00352,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,resolved,2026-05-24,30
TKT000446,CUST0076,FLT00313,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,closed,2026-05-24,5
TKT000447,CUST0043,FLT00130,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,open,2026-05-24,3
TKT000448,CUST0137,FLT00068,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,5
TKT000449,CUST0084,FLT00205,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,7
TKT000450,CUST0228,FLT00053,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,5
TKT000451,CUST0119,FLT00368,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,5
TKT000452,CUST0044,FLT00011,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT000453,CUST0031,FLT00047,service,Meal not served in business class on this flight.,0.0,neutral,critical,open,2026-05-24,5
TKT000454,CUST0075,FLT00367,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,5
TKT000455,CUST0279,FLT00472,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,5
TKT000456,CUST0161,FLT00071,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,closed,2026-05-24,1
TKT000457,CUST0136,FLT00050,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,30
TKT000458,CUST0088,FLT00228,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,open,2026-05-24,30
TKT000459,CUST0080,FLT00379,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,30
TKT000460,CUST0220,FLT00242,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,in_progress,2026-05-24,5
TKT000461,CUST0258,FLT00079,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,3
TKT000462,CUST0099,FLT00255,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,in_progress,2026-05-24,3
TKT000463,CUST0010,FLT00194,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,3
TKT000464,CUST0153,FLT00324,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,3
TKT000465,CUST0216,FLT00221,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,5
TKT000466,CUST0080,FLT00103,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,in_progress,2026-05-24,1
TKT000467,CUST0149,FLT00266,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,1
TKT000468,CUST0090,FLT00388,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,resolved,2026-05-24,7
TKT000469,CUST0215,FLT00329,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,5
TKT000470,CUST0248,FLT00256,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,1
TKT000471,CUST0279,FLT00291,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,open,2026-05-24,3
TKT000472,CUST0101,FLT00132,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,in_progress,2026-05-24,3
TKT000473,CUST0114,FLT00201,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,1
TKT000474,CUST0182,FLT00013,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,30
TKT000475,CUST0279,FLT00022,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT000476,CUST0021,FLT00368,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,closed,2026-05-24,5
TKT000477,CUST0231,FLT00343,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,closed,2026-05-24,1
TKT000478,CUST0279,FLT00478,service,Meal not served in business class on this flight.,0.0,neutral,high,open,2026-05-24,7
TKT000479,CUST0011,FLT00322,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,resolved,2026-05-24,14
TKT000480,CUST0105,FLT00047,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,1
TKT000481,CUST0135,FLT00223,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,14
TKT000482,CUST0056,FLT00130,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,resolved,2026-05-24,3
TKT000483,CUST0151,FLT00025,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,3
TKT000484,CUST0231,FLT00169,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,14
TKT000485,CUST0078,FLT00322,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,closed,2026-05-24,14
TKT000486,CUST0050,FLT00069,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,14
TKT000487,CUST0176,FLT00152,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,open,2026-05-24,5
TKT000488,CUST0115,FLT00347,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,14
TKT000489,CUST0021,FLT00245,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,1
TKT000490,CUST0120,FLT00450,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,in_progress,2026-05-24,3
TKT000491,CUST0177,FLT00161,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT000492,CUST0217,FLT00480,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,closed,2026-05-24,5
TKT000493,CUST0277,FLT00443,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,30
TKT000494,CUST0104,FLT00152,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,5
TKT000495,CUST0058,FLT00265,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,1
TKT000496,CUST0178,FLT00019,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,in_progress,2026-05-24,7
TKT000497,CUST0029,FLT00384,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,closed,2026-05-24,1
TKT000498,CUST0256,FLT00154,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,3
TKT000499,CUST0019,FLT00226,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,3
TKT000500,CUST0209,FLT00126,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT000501,CUST0161,FLT00479,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,30
TKT000502,CUST0090,FLT00251,service,Meal not served in business class on this flight.,0.0,neutral,critical,closed,2026-05-24,1
TKT000503,CUST0129,FLT00476,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,critical,resolved,2026-05-24,1
TKT000504,CUST0134,FLT00270,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,5
TKT000505,CUST0218,FLT00401,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,7
TKT000506,CUST0178,FLT00405,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,open,2026-05-24,5
TKT000507,CUST0065,FLT00075,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000508,CUST0270,FLT00163,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,in_progress,2026-05-24,1
TKT000509,CUST0267,FLT00342,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,in_progress,2026-05-24,30
TKT000510,CUST0050,FLT00340,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT000511,CUST0012,FLT00035,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,open,2026-05-24,7
TKT000512,CUST0297,FLT00456,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,5
TKT000513,CUST0131,FLT00045,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,5
TKT000514,CUST0190,FLT00432,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,open,2026-05-24,3
TKT000515,CUST0055,FLT00366,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,7
TKT000516,CUST0248,FLT00239,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,open,2026-05-24,1
TKT000517,CUST0121,FLT00359,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,closed,2026-05-24,3
TKT000518,CUST0037,FLT00096,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,5
TKT000519,CUST0114,FLT00151,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,7
TKT000520,CUST0064,FLT00417,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,1
TKT000521,CUST0052,FLT00335,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,in_progress,2026-05-24,7
TKT000522,CUST0001,FLT00032,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,closed,2026-05-24,1
TKT000523,CUST0008,FLT00427,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,in_progress,2026-05-24,5
TKT000524,CUST0231,FLT00205,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,resolved,2026-05-24,5
TKT000525,CUST0297,FLT00193,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,open,2026-05-24,5
TKT000526,CUST0030,FLT00426,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000527,CUST0126,FLT00030,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,3
TKT000528,CUST0209,FLT00147,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,1
TKT000529,CUST0262,FLT00102,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,14
TKT000530,CUST0030,FLT00115,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,1
TKT000531,CUST0229,FLT00086,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,1
TKT000532,CUST0255,FLT00285,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,resolved,2026-05-24,1
TKT000533,CUST0179,FLT00095,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,in_progress,2026-05-24,1
TKT000534,CUST0118,FLT00267,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,closed,2026-05-24,7
TKT000535,CUST0268,FLT00188,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,resolved,2026-05-24,3
TKT000536,CUST0262,FLT00159,service,Meal not served in business class on this flight.,0.0,neutral,critical,resolved,2026-05-24,30
TKT000537,CUST0126,FLT00095,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,open,2026-05-24,3
TKT000538,CUST0294,FLT00254,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,closed,2026-05-24,1
TKT000539,CUST0060,FLT00361,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,7
TKT000540,CUST0032,FLT00033,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,7
TKT000541,CUST0249,FLT00429,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,in_progress,2026-05-24,7
TKT000542,CUST0058,FLT00460,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,5
TKT000543,CUST0227,FLT00183,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,5
TKT000544,CUST0102,FLT00232,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,5
TKT000545,CUST0175,FLT00364,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,5
TKT000546,CUST0086,FLT00380,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,5
TKT000547,CUST0031,FLT00051,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,7
TKT000548,CUST0100,FLT00044,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT000549,CUST0249,FLT00183,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,in_progress,2026-05-24,5
TKT000550,CUST0252,FLT00415,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,resolved,2026-05-24,3
TKT000551,CUST0016,FLT00376,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,30
TKT000552,CUST0115,FLT00243,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,open,2026-05-24,3
TKT000553,CUST0245,FLT00411,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,closed,2026-05-24,1
TKT000554,CUST0278,FLT00293,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,resolved,2026-05-24,1
TKT000555,CUST0277,FLT00448,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,3
TKT000556,CUST0225,FLT00394,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,open,2026-05-24,7
TKT000557,CUST0286,FLT00239,service,Meal not served in business class on this flight.,0.0,neutral,low,open,2026-05-24,30
TKT000558,CUST0198,FLT00450,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,5
TKT000559,CUST0126,FLT00419,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,14
TKT000560,CUST0109,FLT00070,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,3
TKT000561,CUST0049,FLT00192,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,14
TKT000562,CUST0131,FLT00073,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,closed,2026-05-24,14
TKT000563,CUST0190,FLT00259,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,resolved,2026-05-24,1
TKT000564,CUST0011,FLT00460,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,closed,2026-05-24,3
TKT000565,CUST0004,FLT00388,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,3
TKT000566,CUST0250,FLT00120,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,30
